datID,cohort,week,session,mouseID,expID,rawPath,firstTiff
333,coh2,w22,ses1_20220502,M149,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m149_GROUP1_22WEEKS/20220502_group1_22weeks/RF,M149_RF_00002_00001.tif
334,coh2,w22,ses1_20220502,M149,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m149_GROUP1_22WEEKS/20220502_group1_22weeks/TF,M149_TF_00001_00001.tif
335,coh2,w22,ses1_20220502,M149,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m149_GROUP1_22WEEKS/20220502_group1_22weeks/SF,M149_SF_00001_00001.tif
336,coh2,w22,ses1_20220502,M149,contrast2,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220422_grou1_22 weeks/contrast,M149_contrast_00002_00001.tif
337,coh2,w22,ses1_20220502,M149,DR2,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220422_grou1_22 weeks/DR,M149_DR_00001_00001.tif
338,coh2,w22,ses1_20220502,M149,OR2,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220422_grou1_22 weeks/OR,M149_OR_00003_00001.tif
339,coh2,w22,ses2_20220503,M149,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220503_group2_22weeks/contrast,M149_contrast_00001_00001.tif
340,coh2,w22,ses2_20220503,M149,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220503_group2_22weeks/DR,M149_DR_00001_00001.tif
341,coh2,w22,ses2_20220503,M149,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220503_group2_22weeks/OR,M149_or_00001_00001.tif
342,coh2,w22,ses2_20220503,M149,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220503_group2_22weeks/OO,M149_OO_00001_00001.tif
343,coh2,w22,ses2_20220503,M149,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220503_group2_22weeks/RF_moreimages,M149_RF_00001_00001.tif
344,coh2,w22,ses2_20220503,M149,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220503_group2_22weeks/TF,M149_TF_00001_00001.tif
345,coh2,w22,ses2_20220503,M149,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220503_group2_22weeks/SF,M149_SF_00001_00001.tif
346,coh2,w22,ses3_20220504,M149,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220504-group3_timepoint2/contrast,M149_contrast_00001_00001.tif
347,coh2,w22,ses3_20220504,M149,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220504-group3_timepoint2/DR,M149_DR_00001_00001.tif
348,coh2,w22,ses3_20220504,M149,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220504-group3_timepoint2/OR,M149_OR_00002_00001.tif
349,coh2,w22,ses3_20220504,M149,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220504-group3_timepoint2/OO,M149_OO_00001_00001.tif
350,coh2,w22,ses3_20220504,M149,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220504-group3_timepoint2/RF,M149_RF_00001_00001.tif
351,coh2,w22,ses3_20220504,M149,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220504-group3_timepoint2/TF,M149_TF_00001_00001.tif
352,coh2,w22,ses3_20220504,M149,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M149_timepoint2_cohort2/20220504-group3_timepoint2/SF,M149_SF_00001_00001.tif
353,coh2,w22,ses1_20220523,M156,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week/contrast,contrast_00002_00001.tif
354,coh2,w22,ses1_20220523,M156,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week/DR,DR_00001_00001.tif
355,coh2,w22,ses1_20220523,M156,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week/OR,OR_00001_00001.tif
356,coh2,w22,ses1_20220523,M156,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week/oo,OO_00001_00001.tif
357,coh2,w22,ses1_20220523,M156,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week/RF,RF_00001_00001.tif
358,coh2,w22,ses1_20220523,M156,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week/TF,TF_00001_00001.tif
359,coh2,w22,ses1_20220523,M156,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week/SF,SF_00001_00001.tif
360,coh2,w22,ses2_20220526,M156,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week_group2/Contrast,contrast_00001_00001.tif
361,coh2,w22,ses2_20220526,M156,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week_group2/DR,DR_00001_00001.tif
362,coh2,w22,ses2_20220526,M156,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week_group2/OR,OR_00001_00001.tif
363,coh2,w22,ses2_20220526,M156,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week_group2/oo,OO_00001_00001.tif
364,coh2,w22,ses2_20220526,M156,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week_group2/RF,RF_00001_00001.tif
365,coh2,w22,ses2_20220526,M156,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week_group2/TF,TF_00002_00001.tif
366,coh2,w22,ses2_20220526,M156,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M156_24week_group2/SF,SF_00001_00001.tif
367,coh2,w22,ses1_20220531,M159,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group1_24weeks/contrast,contrast_00001_00001.tif
368,coh2,w22,ses1_20220531,M159,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group1_24weeks/DR,DR_00001_00001.tif
369,coh2,w22,ses1_20220531,M159,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group1_24weeks/OR,OR_00001_00001.tif
370,coh2,w22,ses1_20220531,M159,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group1_24weeks/OO,OO_00001_00001.tif
371,coh2,w22,ses1_20220531,M159,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group1_24weeks/RF,RF_00002_00001.tif
372,coh2,w22,ses1_20220531,M159,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group1_24weeks/TF,TF_00001_00001.tif
373,coh2,w22,ses1_20220531,M159,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group1_24weeks/SF,SF_00001_00001.tif
374,coh2,w22,ses2_20220601,M159,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group2_24weeks/contrast,contrast_00001_00001.tif
375,coh2,w22,ses2_20220601,M159,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group2_24weeks/DR,DR_00001_00001.tif
376,coh2,w22,ses2_20220601,M159,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group2_24weeks/OR,OR_00001_00001.tif
377,coh2,w22,ses2_20220601,M159,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group2_24weeks/OO,OO_00001_00001.tif
378,coh2,w22,ses2_20220601,M159,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group2_24weeks/RF,RF_00002_00001.tif
379,coh2,w22,ses2_20220601,M159,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group2_24weeks/TF,TF_00001_00001.tif
380,coh2,w22,ses2_20220601,M159,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M159_group2_24weeks/SF,SF_00001_00001.tif
381,coh2,w22,ses1_20211126,M24,contrast,/mnt/Toshiba_16TB_1/2.2 MeCP2 coh2 w22 M24/M24/20211126/contrast,M24_contrast_00001_00001.tif
382,coh2,w22,ses1_20211126,M24,DR,/mnt/Toshiba_16TB_1/2.2 MeCP2 coh2 w22 M24/M24/20211126/DR,M24_DR_00001_00001.tif
383,coh2,w22,ses1_20211126,M24,OR,/mnt/Toshiba_16TB_1/2.2 MeCP2 coh2 w22 M24/M24/20211126/OR,M24_OR_00001_00001.tif
384,coh2,w22,ses1_20211126,M24,OO,/mnt/Toshiba_16TB_1/2.2 MeCP2 coh2 w22 M24/M24/20211126/OO,M24_OO_00001_00001.tif
385,coh2,w22,ses1_20211126,M24,TF,/mnt/Toshiba_16TB_1/2.2 MeCP2 coh2 w22 M24/M24/20211126/TF,M24_TF_00001_00001.tif
386,coh2,w22,ses1_20211126,M24,SF,/mnt/Toshiba_16TB_1/2.2 MeCP2 coh2 w22 M24/M24/20211126/SF,M24_SF_00001_00001.tif
387,coh2,w22,ses1_20211126,M24,RF,/mnt/Toshiba_16TB_1/2.2 MeCP2 coh2 w22 M24/M24/20211126/RF,M24_RF_00001_00001.tif
388,coh3,w22,ses1_20230702,M415,contrast,/mnt/12TB_HDD_4/ThinkmateB_HDD4_Data/Stavroula/Project_Thy1_Tg1/Experiment 2-7-23/M415/Contrast/,M415_Contrast_00001_00001.tif
389,coh3,w22,ses1_20230802,M453,contrast,/mnt/12TB_HDD_4/ThinkmateB_HDD4_Data/Stavroula/Project_Thy1_Tg1/Experiment 2-8-23/M453/Contrast/,M453_Contrast_00001_00001.tif
390,coh3,w22,ses1_20230703,M422,contrast,/mnt/12TB_HDD_4/ThinkmateB_HDD4_Data/Stavroula/Project_Thy1_Tg1/Experiment 3-7-23/M422/Contrast/,M422_Contrast_00001_00001.tif
391,coh3,w22,ses1_20230704,M418,contrast,/mnt/12TB_HDD_4/ThinkmateB_HDD4_Data/Stavroula/Project_Thy1_Tg1/Experiment 4-7-23/M418/Contrast/,M418_Contrast_00001_00001.tif
392,coh3,w22,ses1_20230621,M416,contrast,/mnt/12TB_HDD_4/ThinkmateB_HDD4_Data/Stavroula/Project_Thy1_Tg1/Experiment 21-6-23/M416/Contrast/,M416_Contrast_00001_00001.tif
393,coh3,w22,ses1_20230626,M417,contrast,/mnt/12TB_HDD_4/ThinkmateB_HDD4_Data/Stavroula/Project_Thy1_Tg1/Experiment 26-6-23/M417/Contrast/,M417_Contrast_00001_00001.tif
394,coh3,w22,ses1_20230629,M420,contrast,/mnt/12TB_HDD_4/ThinkmateB_HDD4_Data/Stavroula/Project_Thy1_Tg1/Experiment 29-6-23/M420/Contrast/,M420_Contrast_00001_00001.tif
395,coh3,w22,ses1_20230622,M419,contrast,/mnt/12TB_HDD_4/ThinkmateB_HDD4_Data/Stavroula/Project_Thy1_Tg1/Experiment 22-6-23/M419/Contrast,M419_Contrast_00001_00001.tif
